Hex,レジ番号,所属国,時刻,現在緯度,現在経度,出発予測緯度,出発予測経度,到着予測緯度,到着予測経度
0200cc,CN-MVI,モロッコ,2026-08-10 12:03:20,Crotone Sant'Anna Pythagoras Airport (CRV / LIBC),39.3466,18.1033
48d981,0112,ポーランド,2026-08-10 12:03:20,Kraków John Paul II International Airport (KRK / EPKK),50.1956,20.4378
33fff9,MM62174,イタリア,2026-08-10 12:03:20,Foggia Gino Lisa Airport (FOG / LIBF),41.0891,15.937
0200cc,CN-MVI,モロッコ,2026-08-10 13:36:55,Menorca Airport (MAH / LEMH),39.2521,3.8453
33fff9,MM62174,イタリア,2026-08-10 13:36:55,Latina Air Base (--- / LIRL),41.7876,13.1785
800c01,K7066,インド,2026-08-10 13:36:55,Noida International Airport (DXN / IN-0392),28.3292,77.611
0ac3a8,FAC0001,コロンビア,2026-08-10 14:41:25,El Bagre Airport (EBG / SKEB),7.7435,-74.7808
0200cc,CN-MVI,モロッコ,2026-08-10 14:41:25,Málaga-Costa del Sol Airport (AGP / LEMG),36.1082,-4.3484
43c6f9,ZZ336,イギリス,2026-08-10 14:41:25,Glasgow Prestwick Airport (PIK / EGPK),55.1013,-4.5188
43c6f9,ZZ336,イギリス,2026-08-10 15:38:18,Norwich Airport (NWI / EGSH),53.2926,1.1539
e80648,985,チリ,2026-08-10 16:29:44,La Independencia Airport (--- / SCRG),-33.8403,-70.9686
43c6f9,ZZ336,イギリス,2026-08-10 16:29:44,Norwich Airport (NWI / EGSH),53.4386,1.0212
800c01,K7066,インド,2026-08-10 16:29:44,Noida International Airport (DXN / IN-0392),28.5472,77.9288
43c6f9,ZZ336,イギリス,2026-08-10 17:29:20,Carlisle Lake District Airport (CAX / EGNC),54.995,-3.4668
407a3f,G-GBNI,イギリス,2026-08-10 18:25:41,Manchester Airport (MAN / EGCC),53.3624,-2.2792
04c030,KAF308,ケニア,2026-08-10 18:25:41,Mengen-Hohentengen Airfield (--- / EDTM),48.2139,9.3733
683087,UP-C8502,カザフスタン,2026-08-10 18:25:41,Ağrı Airport (AJI / LTCO),40.0786,42.9679
0ac3a8,FAC0001,コロンビア,2026-08-10 19:29:42,El Dorado International Airport (BOG / SKBO),4.6218,-74.1925
04c030,KAF308,ケニア,2026-08-10 19:29:42,Brač Airport (BWK / LDSB),42.9613,17.2528
04c030,KAF308,ケニア,2026-08-10 20:10:23,Nea Anchialos National Airport (VOL / LGBL),39.5653,22.1315
683087,UP-C8502,カザフスタン,2026-08-10 20:10:23,Antalya International Airport (AYT / LTAI),36.6512,30.8814
04c030,KAF308,ケニア,2026-08-10 21:01:24,Karpathos Airport (AOK / LGKP),34.9517,27.4633
8a0855,PK-PJJ,インドネシア,2026-08-11 00:37:19,Halim Perdanakusuma International Airport (HLP / WIHH),-6.3454,106.8318
600be9,4K-AI001,アゼルバイジャン,2026-08-11 00:37:19,Alexander Kartveli Batumi International Airport (BUS / UGSB),41.0135,41.711
800c01,K7066,インド,2026-08-11 00:37:19,Indira Gandhi International Airport (DEL / VIDP),28.5668,77.1129
600be9,4K-AI001,アゼルバイジャン,2026-08-11 02:50:08,Kuçovë Air Base (--- / LAKV),41.1069,19.9589
800c01,K7066,インド,2026-08-11 02:50:08,Gelephu Airport (GLU / VQGP),26.5218,90.9499
7cf9c9,A39-007,オーストラリア,2026-08-11 04:08:04,Brisbane International Airport (BNE / YBBN),-27.39,153.1219
7cf9c9,A39-007,オーストラリア,2026-08-11 05:20:06,Kingaroy Airport (KGY / YKRY),-26.2653,151.824
600be9,4K-AI001,アゼルバイジャン,2026-08-11 06:10:27,Brindisi Airport (BDS / LIBR),40.6181,18.6842
70c0ba,A4O-AJ,オマーン,2026-08-11 06:10:27,Al Udeid Air Base (XJD / OTBH),22.5512,50.2377
800c01,K7066,インド,2026-08-11 06:10:27,Bareilly Air Force Station (BEK / VIBY),27.7125,79.6255
407a3f,G-GBNI,イギリス,2026-08-11 07:36:24,Cognac-Châteaubernard (BA 709) Air Base (CNG / LFBG),45.791,-0.3069
894014,A9C-HMK,バーレーン,2026-08-11 07:36:24,Sheik Isa Air Base (--- / OBBS),25.8057,50.6415
4b7f43,T-752,スイス,2026-08-11 07:36:24,Dübendorf Air Base (--- / LSMD),47.4023,8.6416
33ffc1,MM62209,イタリア,2026-08-11 07:36:24,Bologna Guglielmo Marconi Airport (BLQ / LIPE),44.5006,11.3299
800c3d,K7067,インド,2026-08-11 07:36:24,Indira Gandhi International Airport (DEL / VIDP),28.5689,77.0917
407a3f,G-GBNI,イギリス,2026-08-11 08:34:18,Ibiza Airport (IBZ / LEIB),38.9713,1.4542
70c0ba,A4O-AJ,オマーン,2026-08-11 08:34:18,Capital International Airport (CCE / HECP),29.8219,31.8089
4b7f43,T-752,スイス,2026-08-11 08:34:18,Leipzig/Halle Airport (LEJ / EDDP),51.4399,12.5781
33ffc1,MM62209,イタリア,2026-08-11 08:34:18,Bologna Guglielmo Marconi Airport (BLQ / LIPE),44.2015,11.0212
800c01,K7066,インド,2026-08-11 08:34:18,Noida International Airport (DXN / IN-0392),28.2704,77.9727
48d982,0111,ポーランド,2026-08-11 09:36:16,Leźnica Wielka Air Base (--- / EPLY),52.0711,18.6208
70c0ba,A4O-AJ,オマーン,2026-08-11 09:36:16,Heraklion International Nikos Kazantzakis Airport (HER / LGIR),35.6577,25.2425
4b7f43,T-752,スイス,2026-08-11 09:36:16,Siegerland Airport (SGE / EDGS),50.9487,8.2253
407a3f,G-GBNI,イギリス,2026-08-11 10:29:55,Pirineus - la Seu d'Urgel Airport (LEU / LESU),42.3245,1.0144
341390,T.18-1,スペイン,2026-08-11 10:29:55,Madrid–Torrejón Airport / Torrejón Air Base (TOJ / LETO),40.5309,-3.4036
48d982,0111,ポーランド,2026-08-11 10:29:55,Kraków John Paul II International Airport (KRK / EPKK),50.0949,19.9076
70c0ba,A4O-AJ,オマーン,2026-08-11 10:29:55,Corfu Ioannis Kapodistrias International Airport (CFU / LGKR),39.9849,19.0783
800c01,K7066,インド,2026-08-11 10:29:55,Agartala - Maharaja Bir Bikram Airport (IXA / VEAT),23.6043,91.3461
800c3d,K7067,インド,2026-08-11 10:29:55,Indira Gandhi International Airport (DEL / VIDP),28.4675,76.9651
407a3f,G-GBNI,イギリス,2026-08-11 11:23:51,Granville Airport (GFR / LFRF),48.7551,-1.1198
70c0ba,A4O-AJ,オマーン,2026-08-11 11:23:51,Federico Fellini International Airport (RMI / LIPR),43.6257,12.0997
48ad06,SP-LIG,ポーランド,2026-08-11 11:23:51,Warsaw Radom Airport (RDO / EPRA),50.896,20.6524
010230,SU-EGY,エジプト,2026-08-11 11:23:51,El Alamein International Airport (DBB / HEAL),30.8924,28.5009
407a3f,G-GBNI,イギリス,2026-08-11 12:06:16,Manchester Airport (MAN / EGCC),53.4489,-1.9509
70c0ba,A4O-AJ,オマーン,2026-08-11 12:06:16,Annemasse Airfield (--- / LFLI),46.0882,6.1458
4b7f43,T-752,スイス,2026-08-11 12:06:16,Siegerland Airport (SGE / EDGS),50.6254,8.2467
45f424,C-168,デンマーク,2026-08-11 12:06:16,Stauning Vestjylland  Airport (STA / EKVJ),55.6309,4.7694
010230,SU-EGY,エジプト,2026-08-11 12:06:16,Sphinx International Airport (SPX / HESX),29.6045,30.1362
800c01,K7066,インド,2026-08-11 12:06:16,Dhanbad Airport (DBD / VEDB),25.0473,87.1051
48d960,0001,ポーランド,2026-08-11 13:37:04,Malbork Królewo Air Base (--- / EPMB),53.4645,19.1921
4b7f43,T-752,スイス,2026-08-11 13:37:04,Frankfurt Main Airport (FRA / EDDF),50.3064,9.1208
45f424,C-168,デンマーク,2026-08-11 13:37:04,Wattisham Airfield (--- / EGUW),52.1678,0.8688
468111,273,ギリシャ,2026-08-11 13:37:04,Zakynthos International Airport Dionysios Solomos (ZTH / LGZA),37.4833,21.3004
800c01,K7066,インド,2026-08-11 13:37:04,Indira Gandhi International Airport (DEL / VIDP),28.5635,77.1013
407a3f,G-GBNI,イギリス,2026-08-11 14:41:05,RAF Northolt (NHT / EGWU),51.5044,-0.2065
600be9,4K-AI001,アゼルバイジャン,2026-08-11 14:41:05,Ganja International Airport (GNJ / UBBG),40.8543,46.9123
45f424,C-168,デンマーク,2026-08-11 14:41:05,Aalborg Airport (AAL / EKYT),56.9782,9.5358
683087,UP-C8502,カザフスタン,2026-08-11 14:41:05,Aktau International Airport (SCO / UATE),44.4174,50.5216
800c01,K7066,インド,2026-08-11 14:41:05,Indira Gandhi International Airport (DEL / VIDP),28.5673,77.1142
407a3f,G-GBNI,イギリス,2026-08-11 15:38:47,Dübendorf Air Base (--- / LSMD),47.1423,8.6762
407a3f,G-GBNI,イギリス,2026-08-11 16:34:17,Amendola Air Base (--- / LIBA),41.9819,15.8271
510055,EW-301PJ,ベラルーシ,2026-08-11 16:34:17,Milas Bodrum International Airport (BJV / LTFE),37.215,27.8165
407a3f,G-GBNI,イギリス,2026-08-11 17:34:21,Zakynthos International Airport Dionysios Solomos (ZTH / LGZA),37.7143,20.8984
468111,273,ギリシャ,2026-08-11 18:30:30,Chania International Airport (CHQ / LGSA),36.1371,23.5885
407a3f,G-GBNI,イギリス,2026-08-11 19:38:32,Bari Karol Wojtyła International Airport (BRI / LIBD),42.0405,17.06
43c6f9,ZZ336,イギリス,2026-08-11 19:38:32,Dundee Airport (DND / EGPN),56.8525,-3.0539
407a3f,G-GBNI,イギリス,2026-08-11 20:22:19,Padova Gino Allegri Airfield (--- / LIPU),45.6132,11.6788
43c6f9,ZZ336,イギリス,2026-08-11 20:22:19,Aberdeen International Airport (ABZ / EGPD),56.3324,1.165
407a3f,G-GBNI,イギリス,2026-08-11 21:11:05,Chalons Vatry airport (XCR / LFOK),48.9268,4.3934
43c6f9,ZZ336,イギリス,2026-08-11 21:11:05,Newcastle International Airport (NCL / EGNT),56.2369,1.5419
407a3f,G-GBNI,イギリス,2026-08-11 22:04:28,Manchester Airport (MAN / EGCC),53.4563,-2.0027
43c6f9,ZZ336,イギリス,2026-08-11 22:04:28,Dundee Airport (DND / EGPN),56.6242,-3.5116
43c6f5,ZZ336,イギリス,2026-08-11 22:57:45,Needles Airport (EED / KEED),34.7011,-115.3084
43c6f5,ZZ336,イギリス,2026-08-11 23:42:22,Four Corners Regional Airport (FMN / KFMN),36.5973,-108.6387
800c01,K7066,インド,2026-08-11 23:42:22,Saidpur Airport (SPD / VGSD),25.2877,89.0037
43c6f5,ZZ336,イギリス,2026-08-12 00:42:46,Hutchinson Municipal Airport (HUT / KHUT),38.0586,-98.8787
800c01,K7066,インド,2026-08-12 03:11:57,Indira Gandhi International Airport (DEL / VIDP),28.5635,77.1013
407a3f,G-GBNI,イギリス,2026-08-12 06:22:42,London Stansted Airport (STN / EGSS),51.8727,0.2164
48d981,0112,ポーランド,2026-08-12 06:22:42,Warsaw Modlin Airport (WMI / EPMO),52.6411,20.4718
894014,A9C-HMK,バーレーン,2026-08-12 07:58:19,Bahrain International Airport (BAH / OBBI),26.1179,50.7681
341390,T.18-1,スペイン,2026-08-12 07:58:19,Madrid–Torrejón Airport / Torrejón Air Base (TOJ / LETO),40.4859,-3.4541
477ff5,605,ハンガリー,2026-08-12 07:58:19,Hévíz–Balaton Airport (SOB / LHSM),46.4731,17.1609
4b7f44,T-751,スイス,2026-08-12 07:58:19,Frankfurt-Hahn Airport (HHN / EDFH),49.6088,7.1151
33fff9,MM62174,イタリア,2026-08-12 07:58:19,Turin Airport (TRN / LIMF),45.2151,7.6502
468111,273,ギリシャ,2026-08-12 07:58:19,Skiathos Island National Airport (JSI / LGSK),39.2275,24.1654
800c01,K7066,インド,2026-08-12 07:58:19,Shah Makhdum Airport (RJH / VGRJ),24.4172,88.6728
3542c3,T.18-3,スペイン,2026-08-12 09:15:14,Vitoria Airport (VIT / LEVT),42.8866,-2.3557
48d982,0111,ポーランド,2026-08-12 09:15:14,Malbork Królewo Air Base (--- / EPMB),53.7786,19.2068
510055,EW-301PJ,ベラルーシ,2026-08-12 09:15:14,Kyurdamir Air Base (--- / UB14),40.272,47.6705
70c0ba,A4O-AJ,オマーン,2026-08-12 09:15:14,Grazzanise Air Base (--- / LIRM),41.6812,13.8656
4b7f44,T-751,スイス,2026-08-12 09:15:14,Milan Malpensa International Airport (MXP / LIMC),45.7383,8.6864
33fff9,MM62174,イタリア,2026-08-12 09:15:14,Marche Airport (AOI / LIPY),43.7394,13.5333
800c01,K7066,インド,2026-08-12 09:15:14,Moradabad Airport (MZS / VIMB),28.1901,78.5456
3542c3,T.18-3,スペイン,2026-08-12 10:28:44,Madrid–Torrejón Airport / Torrejón Air Base (TOJ / LETO),40.5178,-3.3784
70c0ba,A4O-AJ,オマーン,2026-08-12 10:28:44,Chania International Airport (CHQ / LGSA),35.994,24.3506
010230,SU-EGY,エジプト,2026-08-12 10:28:44,Capital International Airport (CCE / HECP),29.534,32.2356
477ff5,605,ハンガリー,2026-08-12 11:23:41,Taszár Air Base (--- / LHTA),46.0643,17.4525
800c01,K7066,インド,2026-08-12 11:23:41,Jaipur International Airport (JAI / VIJP),27.8009,75.566
c2c363,330002,カナダ,2026-08-12 12:06:24,Montreal / Pierre Elliott Trudeau International Airport (YUL / CYUL),45.3079,-74.0899
894014,A9C-HMK,バーレーン,2026-08-12 12:06:24,Zayed International Airport (AUH / OMAA),24.3623,54.7188
354556,T.22-2,スペイン,2026-08-12 12:06:24,Madrid–Torrejón Airport / Torrejón Air Base (TOJ / LETO),40.5538,-2.8037
48d982,0111,ポーランド,2026-08-12 12:06:24,Malbork Królewo Air Base (--- / EPMB),53.5165,18.7916
48d981,0112,ポーランド,2026-08-12 12:06:24,Warsaw Chopin Airport (WAW / EPWA),52.121,21.1588
4b7f44,T-751,スイス,2026-08-12 12:06:24,Dübendorf Air Base (--- / LSMD),47.3663,8.7948
48d980,0110,ポーランド,2026-08-12 13:40:37,Solidarity Szczecin–Goleniów Airport (SZZ / EPSC),53.4367,15.1903
c2c363,330002,カナダ,2026-08-12 14:43:39,Saint John Airport (YSJ / CYSJ),45.2504,-66.6861
48d980,0110,ポーランド,2026-08-12 14:43:39,Warsaw Chopin Airport (WAW / EPWA),51.9125,20.9034
70c0ba,A4O-AJ,オマーン,2026-08-12 14:43:39,Aradah Airport (--- / OE55),22.5202,55.4861
45f424,C-168,デンマーク,2026-08-12 14:43:39,Thisted Airport (TED / EKTS),57.3043,8.4449
800c01,K7066,インド,2026-08-12 14:43:39,Noida International Airport (DXN / IN-0392),27.6766,77.1431
c2c363,330002,カナダ,2026-08-12 15:40:49,Ottawa Macdonald-Cartier International Airport (YOW / CYOW),45.2166,-75.4473
341390,T.18-1,スペイン,2026-08-12 15:40:49,Madrid–Torrejón Airport / Torrejón Air Base (TOJ / LETO),40.1843,-3.2437
45f424,C-168,デンマーク,2026-08-12 15:40:49,Sumburgh Airport (LSI / EGPB),61.8296,0.2729
800c01,K7066,インド,2026-08-12 16:35:57,Jaipur International Airport (JAI / VIJP),26.1797,76.5848
c2c363,330002,カナダ,2026-08-12 19:42:44,Greater Moncton Roméo LeBlanc International Airport (YQM / CYQM),45.6039,-64.85
43c6f5,ZZ336,イギリス,2026-08-12 19:42:44,Kansas City International Airport (MCI / KMCI),39.4481,-94.1163
43c6f5,ZZ336,イギリス,2026-08-12 20:23:26,Purdue University Airport (LAF / KLAF),40.7408,-86.9917
c2c363,330002,カナダ,2026-08-12 21:11:22,Halifax / Stanfield International Airport (YHZ / CYHZ),45.1128,-64.1712
43c6f5,ZZ336,イギリス,2026-08-12 21:11:22,Bradford Regional Airport (BFD / KBFD),42.1788,-77.9023
c2c363,330002,カナダ,2026-08-12 22:02:04,Bromont (Roland Désourdy) Airport (ZBM / CZBM),45.6466,-72.5783
43c6f5,ZZ336,イギリス,2026-08-12 22:02:04,Hancock County-Bar Harbor Airport (BHB / KBHB),43.5405,-67.9185
43c6f5,ZZ336,イギリス,2026-08-12 22:53:30,Saint-Pierre Pointe-Blanche Airport (FSP / LFVP),45.7325,-57.4141
800c01,K7066,インド,2026-08-13 00:10:27,Kota Airport (KTU / VIKO),25.4455,76.9157
7cf9c9,A39-007,オーストラリア,2026-08-13 02:46:31,Ballina Byron Gateway Airport (BNK / YBNA),-29.2762,154.4649
885336,HS-TYV,タイ王国,2026-08-13 02:46:31,Khok Kathiam Airport (KKM / VTBL),14.7164,100.1822
43c6f5,ZZ336,イギリス,2026-08-13 02:46:31,Cornwall Airport Newquay (NQY / EGHQ),50.8889,-5.554
7cf9c9,A39-007,オーストラリア,2026-08-13 04:32:36,Lismore Airport (LSY / YLIS),-28.8108,153.3237
468111,273,ギリシャ,2026-08-13 06:03:15,Elefsis Air Base (--- / LGEL),38.1344,22.565
407a3f,G-GBNI,イギリス,2026-08-13 08:57:08,Évreux-Fauville (BA 105) Air Base (EVX / LFOE),48.9922,1.6012
354556,T.22-2,スペイン,2026-08-13 08:57:08,Madrid–Torrejón Airport / Torrejón Air Base (TOJ / LETO),40.6192,-3.2807
477ff5,605,ハンガリー,2026-08-13 08:57:08,Kecskemét Air Base (--- / LHKE),46.7813,20.1556
407a3f,G-GBNI,イギリス,2026-08-13 10:07:30,Marina di Campo Airport (EBA / LIRJ),42.3868,10.3355
3542c5,T.18-5,スペイン,2026-08-13 10:07:30,Madrid–Torrejón Airport / Torrejón Air Base (TOJ / LETO),40.4868,-3.4524
48d980,0110,ポーランド,2026-08-13 10:07:30,Kraków John Paul II International Airport (KRK / EPKK),50.1123,19.3904
477ff5,605,ハンガリー,2026-08-13 10:07:30,Kecskemét Air Base (--- / LHKE),46.7915,20.1651
407a3f,G-GBNI,イギリス,2026-08-13 11:09:43,Malta International Airport (MLA / LMML),35.9136,14.4079
341390,T.18-1,スペイン,2026-08-13 11:09:43,Olbia Costa Smeralda Airport (OLB / LIEO),40.6704,11.0846
48d980,0110,ポーランド,2026-08-13 11:09:43,Katowice Wojciech Korfanty International Airport (KTW / EPKT),50.9261,18.7415
800c01,K7066,インド,2026-08-13 11:09:43,Bareilly Air Force Station (BEK / VIBY),27.784,79.5038
407a3f,G-GBNI,イギリス,2026-08-13 11:58:38,Malta International Airport (MLA / LMML),35.8474,14.4938
885336,HS-TYV,タイ王国,2026-08-13 11:58:38,Tbilisi Marneuli Air Base (--- / UG22),41.5215,44.9186
800585,K7066,インド,2026-08-13 11:58:38,Indira Gandhi International Airport (DEL / VIDP),28.7734,76.855
341390,T.18-1,スペイン,2026-08-13 11:58:38,Kuçovë Air Base (--- / LAKV),40.5661,19.64
800c01,K7066,インド,2026-08-13 11:58:38,Indira Gandhi International Airport (DEL / VIDP),28.5633,77.1019
407a3f,G-GBNI,イギリス,2026-08-13 13:23:12,Tortolì Airport (--- / LIET),40.0747,11.7687
885336,HS-TYV,タイ王国,2026-08-13 13:23:12,Zonguldak Çaycuma Airport (ONQ / LTAS),42.537,32.0358
800c01,K7066,インド,2026-08-13 13:23:12,Indira Gandhi International Airport (DEL / VIDP),28.5646,77.1153
407a3f,G-GBNI,イギリス,2026-08-13 15:34:33,London Gatwick Airport (LGW / EGKK),51.1727,-0.0109
885336,HS-TYV,タイ王国,2026-08-13 15:34:33,Munich Airport (MUC / EDDM),48.2207,11.5816
c2c363,330002,カナダ,2026-08-13 15:34:33,Lloydminster Airport (YLL / CYLL),52.7439,-110.2985
341390,T.18-1,スペイン,2026-08-13 15:34:33,Menorca Airport (MAH / LEMH),39.7278,5.2545
800c01,K7066,インド,2026-08-13 15:34:33,Indira Gandhi International Airport (DEL / VIDP),28.5505,77.1131
341390,T.18-1,スペイン,2026-08-13 16:30:01,Madrid–Torrejón Airport / Torrejón Air Base (TOJ / LETO),40.598,-2.867
407a3f,G-GBNI,イギリス,2026-08-13 17:32:32,London Biggin Hill Airport (BQH / EGKB),51.2417,0.2938
c2c363,330002,カナダ,2026-08-13 18:31:07,Kamloops John Moose Fulton Field Regional Airport (YKA / CYKA),51.068,-120.0922
45f424,C-168,デンマーク,2026-08-13 23:33:11,Vágar Airport (FAE / EKVG),60.6367,-6.8314
45f424,C-168,デンマーク,2026-08-14 00:40:24,Thisted Airport (TED / EKTS),57.1783,9.2523
506f24,L1-01,スロベニア,2026-08-14 06:22:49,Sion Airport (SIR / LSGS),46.4993,7.4097
4b7f44,T-751,スイス,2026-08-14 07:56:11,Venice Marco Polo Airport (VCE / LIPZ),45.0493,12.8507
43c6f5,ZZ336,イギリス,2026-08-14 07:56:11,Cranfield Airport (--- / EGTC),52.1316,-0.372
407a3f,G-GBNI,イギリス,2026-08-14 09:05:55,London Heathrow Airport (LHR / EGLL),51.3481,-0.5656
506f24,L1-01,スロベニア,2026-08-14 09:05:55,Trieste Airport (TRS / LIPQ),45.9711,13.5522
354556,T.22-2,スペイン,2026-08-14 09:05:55,Rota Naval Station Airport (ROZ / LERT),36.1908,-7.1167
48d960,0001,ポーランド,2026-08-14 09:05:55,Warsaw Modlin Airport (WMI / EPMO),52.4203,20.7827
e483ba,FAB2590,ブラジル,2026-08-14 09:05:55,Leite Lopes Airport (RAO / SBRP),-20.69,-46.9291
800c3d,K7067,インド,2026-08-14 09:05:55,Hubballi Airport (HBX / VAHB),14.8577,74.5791
407a3f,G-GBNI,イギリス,2026-08-14 10:14:32,Torino-Aeritalia Airport (--- / LIMA),44.8249,7.7642
48d960,0001,ポーランド,2026-08-14 10:14:32,Olsztyn-Mazury Airport (SZY / EPSY),52.9873,21.1761
477ff7,074,ハンガリー,2026-08-14 10:14:32,Salzburg Airport (SZG / LOWS),47.6183,12.1642
407a3f,G-GBNI,イギリス,2026-08-14 11:10:12,Bari Karol Wojtyła International Airport (BRI / LIBD),41.0232,16.0514
48d981,0112,ポーランド,2026-08-14 11:10:12,Warsaw Modlin Airport (WMI / EPMO),52.3065,20.7903
48d960,0001,ポーランド,2026-08-14 11:10:12,Warsaw Chopin Airport (WAW / EPWA),52.1782,20.923
477ff7,074,ハンガリー,2026-08-14 11:10:12,Kecskemét Air Base (--- / LHKE),46.8964,19.9703
e483ba,FAB2590,ブラジル,2026-08-14 11:10:12,Campo Fontenelle (--- / SBYS),-21.9134,-47.5721
4b7f44,T-751,スイス,2026-08-14 11:10:12,Ghedi Air Base (--- / LIPL),45.7206,10.2241
800c3d,K7067,インド,2026-08-14 11:10:12,Chennai International Airport (MAA / VOMM),13.0092,80.2196
407a3f,G-GBNI,イギリス,2026-08-14 11:56:24,Kalamata Airport (KLX / LGKL),37.7006,22.5952
800c01,K7066,インド,2026-08-14 11:56:24,Chaudhary Charan Singh International Airport (LKO / VILK),27.546,80.3513
800c3d,K7067,インド,2026-08-14 11:56:24,Tirupati International Airport (TIR / VOTP),13.7487,79.9819
e483bb,FAB2591,ブラジル,2026-08-14 13:04:12,Congonhas–Deputado Freitas Nobre Airport (CGH / SBSP),-23.5913,-46.681
0ac3a8,FAC0001,コロンビア,2026-08-14 14:19:20,Mariquita Airport (MQU / SKQU),4.9551,-74.7769
0d0914,3915,メキシコ,2026-08-14 14:19:20,Los Chiles Airport (LSL / MRLC),10.8556,-84.2754
800c3d,K7067,インド,2026-08-14 14:19:20,Indira Gandhi International Airport (DEL / VIDP),28.5673,77.1105
407a3f,G-GBNI,イギリス,2026-08-14 15:11:13,Corfu Ioannis Kapodistrias International Airport (CFU / LGKR),39.1931,19.7019
e80648,985,チリ,2026-08-14 15:11:13,El Tepual International Airport (PMC / SCTE),-41.8531,-72.6938
e483bb,FAB2591,ブラジル,2026-08-14 15:11:13,Ten. Cel. Aviador César Bombonato Airport (UDI / SBUL),-19.0978,-48.0459
48ad07,SP-LIH,ポーランド,2026-08-14 15:11:13,Poprad-Tatry Airport (TAT / LZTT),49.0844,20.8459
407a3f,G-GBNI,イギリス,2026-08-14 16:05:55,Marche Airport (AOI / LIPY),44.2098,13.7657
c2c363,330002,カナダ,2026-08-14 16:05:55,Cache Creek-Ashcroft Regional Airport (YZA / CAZ5),50.1956,-122.191
407a3f,G-GBNI,イギリス,2026-08-14 17:06:45,Saint-Dizier – Robinson Air Base (--- / LFSI),48.4637,5.1591
c2c363,330002,カナダ,2026-08-14 17:06:45,Kindersley Airport (YKY / CYKY),50.9158,-108.8274
354556,T.22-2,スペイン,2026-08-14 17:06:45,Ciudad Real International Airport (CQM / LERL),38.9554,-5.2221
800c01,K7066,インド,2026-08-14 17:06:45,Navi Mumbai International Airport (NMI / IN-0276),18.9917,73.1216
407a3f,G-GBNI,イギリス,2026-08-14 18:02:24,Manchester Airport (MAN / EGCC),53.3817,-1.9206
c2c363,330002,カナダ,2026-08-14 18:02:24,Winnipeg / James Armstrong Richardson International Airport (YWG / CYWG),49.774,-97.4983
0d088c,3910,メキシコ,2026-08-14 18:02:24,General Lucio Blanco International Airport (REX / MMRX),25.078,-98.4718
354556,T.22-2,スペイン,2026-08-14 18:02:24,Adolfo Suárez Madrid–Barajas Airport (MAD / LEMD),40.4968,-3.5865
407a3f,G-GBNI,イギリス,2026-08-14 19:07:06,Manchester Airport (MAN / EGCC),53.3598,-2.2773
0d088c,3910,メキシコ,2026-08-14 19:07:06,General Pedro Jose Mendez International Airport (CVM / MMCV),24.7621,-98.6293
43c6f9,ZZ336,イギリス,2026-08-14 19:07:06,Kirkwall Airport (KOI / EGPA),58.6222,-1.9449
4b8c2e,TC-TUR,トルコ,2026-08-14 19:53:35,Çardak Airport (DNZ / LTAY),37.3224,29.6435
43c6f9,ZZ336,イギリス,2026-08-14 19:53:35,Sumburgh Airport (LSI / EGPB),59.4547,-1.7993
c2c363,330002,カナダ,2026-08-14 20:22:59,Lac du Bonnet Airport (--- / CYAX),49.9873,-95.9613
c2c363,330002,カナダ,2026-08-14 20:53:01,Thunder Bay International Airport (YQT / CYQT),48.9171,-89.1361
43c6f9,ZZ336,イギリス,2026-08-14 20:53:01,Kirkwall Airport (KOI / EGPA),58.7924,-1.9302
4b8c2e,TC-TUR,トルコ,2026-08-14 21:15:57,Milas Bodrum International Airport (BJV / LTFE),37.2359,28.2785
43c6f9,ZZ336,イギリス,2026-08-14 21:15:57,Wick John O'Groats Airport (WIC / EGPC),58.2827,-2.0791
c2c363,330002,カナダ,2026-08-14 21:43:53,Pembroke Airport (YTA / CYTA),46.2445,-77.935
e80648,985,チリ,2026-08-14 21:43:53,Cañal Bajo Carlos Hott Siebert Airport (ZOS / SCJO),-40.1439,-72.8591
4b8c2e,TC-TUR,トルコ,2026-08-14 21:43:53,İstanbul Atatürk Airport (ISL / LTBA),40.5525,28.6046
43c6f9,ZZ336,イギリス,2026-08-14 21:43:53,Wick John O'Groats Airport (WIC / EGPC),58.1017,-2.1075
c2c363,330002,カナダ,2026-08-14 22:00:27,Ottawa / Carp Airport (--- / CYRP),45.2186,-75.9689
4b8c2e,TC-TUR,トルコ,2026-08-14 22:00:27,İstanbul Atatürk Airport (ISL / LTBA),40.9814,28.8141
43c6f9,ZZ336,イギリス,2026-08-14 22:00:27,Wick John O'Groats Airport (WIC / EGPC),58.2528,-2.3989
43c6f9,ZZ336,イギリス,2026-08-14 22:32:25,Glasgow Airport (GLA / EGPF),55.9354,-5.1425
e400d9,FAB2101,ブラジル,2026-08-14 22:32:25,Poços de Caldas - Embaixador Walther Moreira Salles Airport (POO / SBPC),-21.5709,-46.7917
0ac3a8,FAC0001,コロンビア,2026-08-14 22:54:01,Matecaña International Airport (PEI / SKPE),4.8007,-75.7774
e400d9,FAB2101,ブラジル,2026-08-14 22:54:01,Campo de Marte Airport (RTE / SBMT),-23.4945,-46.7998
0d0914,3915,メキシコ,2026-08-14 23:59:25,Reconquista Airport (RCQ / SATR),-29.5295,-62.1369
89804c,P2-ANW,パプアニューギニア,2026-08-15 01:41:40,Sydney Kingsford Smith International Airport (SYD / YSSY),-33.934,151.1897
